state_code,State,District,City,Category,Sub-category,Micro-category,Product
25,Madhya Pradesh,Gwalior,Gwalior,Meat,White Meat,Chicken,Chicken
25,Madhya Pradesh,Ujjain,Ujjain,Meat,White Meat,Chicken,Chicken
25,Madhya Pradesh,Bhopal,Bhopal,Grocery,Beverages,Coffee,Coffee
25,Madhya Pradesh,Ujjain,Ujjain,Grocery,Beverages,Coffee,Coffee
25,Madhya Pradesh,Indore,Indore,Bakery,Baked products,Cookies,Cookies
25,Madhya Pradesh,Bhopal,Bhopal,Bakery,Baked products,Cookies,Cookies
25,Madhya Pradesh,Ujjain,Ujjain,Bakery,Baked products,Cookies,Cookies
25,Madhya Pradesh,Indore,Indore,Vegetables,Brassica,Cruciferous vegetables,Cauliflower
25,Madhya Pradesh,Gwalior,Gwalior,Vegetables,Brassica,Cruciferous vegetables,Cauliflower
25,Madhya Pradesh,Jabalpur,Jabalpur,Bakery,Pastry products,Cup-cakes,Cup-cakes
25,Madhya Pradesh,Jabalpur,Jabalpur,Dairy products,Milk products,Curd,Dahi
25,Madhya Pradesh,Gwalior,Gwalior,Dairy products,Milk products,Curd,Dahi
25,Madhya Pradesh,Indore,Indore,Grocery,Household items,Dal,Arhar Dal
25,Madhya Pradesh,Jabalpur,Jabalpur,Grocery,Household items,Dal,Moong Dal
25,Madhya Pradesh,Bhopal,Bhopal,Grocery,Household items,Dal,Masoor Dal
25,Madhya Pradesh,Jabalpur,Jabalpur,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt
25,Madhya Pradesh,Ujjain,Ujjain,Dairy products,Milk products,Ghee,Pure Ghee
25,Madhya Pradesh,Bhopal,Bhopal,Vegetables,Melons and Squash,Gourd,Ash Gourd
25,Madhya Pradesh,Bhopal,Bhopal,Dairy products,Frozen desserts,Ice-cream,Ice-cream
25,Madhya Pradesh,Bhopal,Bhopal,Flowers,White flowers,Jasmine,Crepe Jasmine
25,Madhya Pradesh,Jabalpur,Jabalpur,Fruits,Seasonal,Kiwi,Chinese Gooseberry Kiwi
25,Madhya Pradesh,Ujjain,Ujjain,Fruits,Seasonal,Kiwi,Chinese Gooseberry Kiwi
25,Madhya Pradesh,Gwalior,Gwalior,Dairy products,Milk products,Lassi,Lassi
25,Madhya Pradesh,Indore,Indore,Flowers,White flowers,Lily,Madonna Lily
25,Madhya Pradesh,Jabalpur,Jabalpur,Flowers,White flowers,Lily,Madonna Lily
25,Madhya Pradesh,Gwalior,Gwalior,Flowers,White flowers,Lily,Madonna Lily
25,Madhya Pradesh,Jabalpur,Jabalpur,Flowers,Pink flowers,Lotus,Indian Lotus
25,Madhya Pradesh,Indore,Indore,Fish,Freshwater,Mahseer,Mahseer Baudas
25,Madhya Pradesh,Gwalior,Gwalior,Fish,Freshwater,Mahseer,Mahseer Baudas
25,Madhya Pradesh,Ujjain,Ujjain,Fish,Freshwater,Mahseer,Mahseer Baudas
25,Madhya Pradesh,Indore,Indore,Fruits,Seasonal,Mango,Alphonso Mango
25,Madhya Pradesh,Jabalpur,Jabalpur,Fruits,Seasonal,Mango,Alphonso Mango
25,Madhya Pradesh,Bhopal,Bhopal,Fruits,Seasonal,Mango,Kesar Mango
25,Madhya Pradesh,Ujjain,Ujjain,Fruits,Seasonal,Mango,Langra Mango
25,Madhya Pradesh,Bhopal,Bhopal,Flowers,Orange flowers,Marigold,French Marigold
25,Madhya Pradesh,Indore,Indore,Dairy products,Milk products,Milk,Liquid milk
25,Madhya Pradesh,Jabalpur,Jabalpur,Dairy products,Milk products,Milk,Liquid milk
25,Madhya Pradesh,Bhopal,Bhopal,Dairy products,Milk products,Milk,Liquid milk
25,Madhya Pradesh,Ujjain,Ujjain,Dairy products,Milk products,Milk,Liquid milk
25,Madhya Pradesh,Indore,Indore,Meat,Red Meat,Mutton,Mutton
25,Madhya Pradesh,Jabalpur,Jabalpur,Meat,Red Meat,Mutton,Mutton
25,Madhya Pradesh,Gwalior,Gwalior,Meat,Red Meat,Mutton,Mutton
25,Madhya Pradesh,Ujjain,Ujjain,Meat,Red Meat,Mutton,Mutton
25,Madhya Pradesh,Indore,Indore,Vegetables,Pods and Seeds,Okra,Lady finger
25,Madhya Pradesh,Ujjain,Ujjain,Vegetables,Pods and Seeds,Okra,Lady finger
25,Madhya Pradesh,Bhopal,Bhopal,Vegetables,Roots and Tubers,Onion,Pusa Red Onion
25,Madhya Pradesh,Gwalior,Gwalior,Fruits,Citrus Fruits,Orange,Mandarin Orange
25,Madhya Pradesh,Indore,Indore,Flowers,Orange flowers,Palash,Palash
25,Madhya Pradesh,Gwalior,Gwalior,Flowers,Orange flowers,Palash,Palash
25,Madhya Pradesh,Ujjain,Ujjain,Flowers,Orange flowers,Palash,Palash
25,Madhya Pradesh,Indore,Indore,Dairy products,Milk products,Paneer,Paneer
25,Madhya Pradesh,Bhopal,Bhopal,Dairy products,Milk products,Paneer,Paneer
25,Madhya Pradesh,Gwalior,Gwalior,Dairy products,Milk products,Paneer,Paneer
25,Madhya Pradesh,Indore,Indore,Vegetables,Pods and Seeds,Peas,Green Peas
25,Madhya Pradesh,Jabalpur,Jabalpur,Vegetables,Pods and Seeds,Peas,Green Peas
25,Madhya Pradesh,Gwalior,Gwalior,Vegetables,Pods and Seeds,Peas,Green Peas
25,Madhya Pradesh,Ujjain,Ujjain,Vegetables,Pods and Seeds,Peas,Green Peas
25,Madhya Pradesh,Gwalior,Gwalior,Fish,Freshwater,Perch,Pink Perch
25,Madhya Pradesh,Indore,Indore,Fruits,Tropical,Pomegranate,Pomegranate
25,Madhya Pradesh,Bhopal,Bhopal,Fruits,Tropical,Pomegranate,Pomegranate
25,Madhya Pradesh,Ujjain,Ujjain,Fruits,Tropical,Pomegranate,Pomegranate
25,Madhya Pradesh,Jabalpur,Jabalpur,Meat,Red Meat,Pork,Pork
25,Madhya Pradesh,Bhopal,Bhopal,Meat,Red Meat,Pork,Pork
25,Madhya Pradesh,Jabalpur,Jabalpur,Vegetables,Roots and Tubers,Potato,Kufri Jawahar Potato
25,Madhya Pradesh,Bhopal,Bhopal,Vegetables,Roots and Tubers,Potato,Sweet Potato
25,Madhya Pradesh,Indore,Indore,Grocery,Household items,Rice,Basmati Rice
25,Madhya Pradesh,Gwalior,Gwalior,Grocery,Household items,Rice,Pusa Rice
25,Madhya Pradesh,Jabalpur,Jabalpur,Fish,Freshwater,Rohu,Rohu
25,Madhya Pradesh,Jabalpur,Jabalpur,Fish,Seawater,Salmon,Indian Salmon
25,Madhya Pradesh,Bhopal,Bhopal,Fruits,Citrus Fruits,Sweet lime,Mosambi
25,Madhya Pradesh,Jabalpur,Jabalpur,Grocery,Beverages,Tea,Tea
25,Madhya Pradesh,Gwalior,Gwalior,Grocery,Beverages,Tea,Tea
25,Madhya Pradesh,Ujjain,Ujjain,Grocery,Beverages,Tea,Tea
25,Madhya Pradesh,Jabalpur,Jabalpur,Vegetables,Fruit-vegetables,Tomato,Pusa Ruby Tomato
25,Madhya Pradesh,Ujjain,Ujjain,Vegetables,Fruit-vegetables,Tomato,Rosada Tomato
25,Madhya Pradesh,Indore,Indore,Grocery,Household items,Wheat,Wheat
25,Madhya Pradesh,Jabalpur,Jabalpur,Grocery,Household items,Wheat,Wheat
25,Madhya Pradesh,Bhopal,Bhopal,Grocery,Household items,Wheat,Wheat
25,Madhya Pradesh,Gwalior,Gwalior,Grocery,Household items,Wheat,Wheat
25,Madhya Pradesh,Ujjain,Ujjain,Grocery,Household items,Wheat,Wheat
26,Maharashtra,Mumbai,Mumbai,Fruits,Seasonal,Apple,Custard Apple
26,Maharashtra,Pune,Pune,Fruits,All season,Banana,Cavendish Banana
26,Maharashtra,Nagpur,Nagpur,Fruits,All season,Banana,Cheeni Champa Banana
26,Maharashtra,Nashik,Nashik,Vegetables,Pods and Seeds,Beans,French Beans
26,Maharashtra,Pune,Pune,Meat,Red Meat,Beef,Beef
26,Maharashtra,Mumbai,Mumbai,Meat,Red Meat,Beef,Beef
26,Maharashtra,Pune,Pune,Flowers,Pink flowers,Bougainvillea,Bougainvillea
26,Maharashtra,Mumbai,Mumbai,Flowers,Pink flowers,Bougainvillea,Bougainvillea
26,Maharashtra,Thane,Thane,Bakery,Baked products,Bread,Bread
26,Maharashtra,Nashik,Nashik,Bakery,Baked products,Bread,Bread
26,Maharashtra,Mumbai Suburban,Bandra,Bakery,Baked products,Bread,Bread
26,Maharashtra,Nashik,Nashik,Bakery,Baked products,Brownie,Brownie
26,Maharashtra,Nagpur,Nagpur,Bakery,Baked products,Brownie,Brownie
26,Maharashtra,Nashik,Nashik,Meat,Red Meat,Buffalo,Buffalo
26,Maharashtra,Nashik,Nashik,Dairy products,Milk products,Butter,Butter
26,Maharashtra,Mumbai Suburban,Bandra,Dairy products,Milk products,Butter,Butter
26,Maharashtra,Pune,Pune,Bakery,Pastry products,Cakes,Cakes
26,Maharashtra,Mumbai,Mumbai,Bakery,Pastry products,Cakes,Cakes
26,Maharashtra,Mumbai Suburban,Bandra,Bakery,Pastry products,Cakes,Cakes
26,Maharashtra,Pune,Pune,Vegetables,Roots and Tubers,Carrot,Karud Kesari Carrot
26,Maharashtra,Nashik,Nashik,Vegetables,Roots and Tubers,Carrot,Red Carrot
26,Maharashtra,Mumbai Suburban,Bandra,Vegetables,Roots and Tubers,Carrot,Karud Kesari Carrot
26,Maharashtra,Nagpur,Nagpur,Fish,Freshwater,Catla,Catla
26,Maharashtra,Nashik,Nashik,Dairy products,Milk products,Cheese,Cheese
26,Maharashtra,Nagpur,Nagpur,Dairy products,Milk products,Cheese,Cheese
26,Maharashtra,Thane,Thane,Meat,White Meat,Chicken,Chicken
26,Maharashtra,Nashik,Nashik,Meat,White Meat,Chicken,Chicken
26,Maharashtra,Nagpur,Nagpur,Meat,White Meat,Chicken,Chicken
26,Maharashtra,Mumbai Suburban,Bandra,Meat,White Meat,Chicken,Chicken
26,Maharashtra,Nashik,Nashik,Fruits,Seasonal,Chikoo,Chikoo
26,Maharashtra,Nagpur,Nagpur,Fruits,Seasonal,Chikoo,Chikoo
26,Maharashtra,Mumbai,Mumbai,Grocery,Beverages,Coffee,Coffee
26,Maharashtra,Nagpur,Nagpur,Grocery,Beverages,Coffee,Coffee
26,Maharashtra,Thane,Thane,Bakery,Baked products,Cookies,Cookies
26,Maharashtra,Mumbai,Mumbai,Bakery,Baked products,Cookies,Cookies
26,Maharashtra,Nagpur,Nagpur,Bakery,Baked products,Cookies,Cookies
26,Maharashtra,Mumbai,Mumbai,Vegetables,Brassica,Cruciferous vegetables,Cabbage
26,Maharashtra,Pune,Pune,Bakery,Pastry products,Cup-cakes,Cup-cakes
26,Maharashtra,Pune,Pune,Dairy products,Milk products,Curd,Dahi
26,Maharashtra,Nagpur,Nagpur,Dairy products,Milk products,Curd,Dahi
26,Maharashtra,Mumbai Suburban,Bandra,Dairy products,Milk products,Curd,Dahi
26,Maharashtra,Thane,Thane,Grocery,Household items,Dal,Arhar Dal
26,Maharashtra,Pune,Pune,Grocery,Household items,Dal,Masoor Dal
26,Maharashtra,Nashik,Nashik,Grocery,Household items,Dal,Chana Dal
26,Maharashtra,Nagpur,Nagpur,Grocery,Household items,Dal,Chana Dal
26,Maharashtra,Mumbai Suburban,Bandra,Grocery,Household items,Dal,Moong Dal
26,Maharashtra,Thane,Thane,Meat,White Meat,Duck,Duck
26,Maharashtra,Nagpur,Nagpur,Meat,White Meat,Duck,Duck
26,Maharashtra,Pune,Pune,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt
26,Maharashtra,Thane,Thane,Vegetables,All season,Garlic,Garlic
26,Maharashtra,Nagpur,Nagpur,Vegetables,All season,Garlic,Garlic
26,Maharashtra,Mumbai,Mumbai,Dairy products,Milk products,Ghee,Pure Ghee
26,Maharashtra,Mumbai Suburban,Bandra,Dairy products,Milk products,Ghee,Pure Ghee
26,Maharashtra,Pune,Pune,Fruits,All season,Grapes,Burmese Grape
26,Maharashtra,Mumbai,Mumbai,Fruits,All season,Grapes,Burmese Grape
26,Maharashtra,Mumbai,Mumbai,Vegetables,Greens,Green leafy,Spinach
26,Maharashtra,Nashik,Nashik,Fruits,All season,Guava,Allahabad Safeda Guava
26,Maharashtra,Mumbai Suburban,Bandra,Fruits,All season,Guava,Sardar Guava
26,Maharashtra,Thane,Thane,Flowers,Red flowers,Hibiscus,Hibiscus rosa
26,Maharashtra,Nagpur,Nagpur,Flowers,Red flowers,Hibiscus,Hibiscus rosa
26,Maharashtra,Thane,Thane,Dairy products,Frozen desserts,Ice-cream,Ice-cream
26,Maharashtra,Mumbai,Mumbai,Dairy products,Frozen desserts,Ice-cream,Ice-cream
26,Maharashtra,Nashik,Nashik,Flowers,White flowers,Jasmine,Coral Jasmine
26,Maharashtra,Pune,Pune,Dairy products,Milk products,Lassi,Lassi
26,Maharashtra,Pune,Pune,Fish,Seawater,Mackerel,King Mackerel
26,Maharashtra,Mumbai Suburban,Bandra,Fish,Seawater,Mackerel,King Mackerel
26,Maharashtra,Thane,Thane,Fish,Freshwater,Mahseer,Golden Mahseer
26,Maharashtra,Nashik,Nashik,Fish,Freshwater,Mahseer,Golden Mahseer
26,Maharashtra,Mumbai Suburban,Bandra,Fish,Freshwater,Mahseer,Golden Mahseer
26,Maharashtra,Thane,Thane,Fruits,Seasonal,Mango,Mankurad Mango
26,Maharashtra,Nashik,Nashik,Fruits,Seasonal,Mango,Alphonso Mango
26,Maharashtra,Mumbai Suburban,Bandra,Fruits,Seasonal,Mango,Alphonso Mango
26,Maharashtra,Thane,Thane,Dairy products,Milk products,Milk,Liquid milk
26,Maharashtra,Nashik,Nashik,Dairy products,Milk products,Milk,Liquid milk
26,Maharashtra,Nagpur,Nagpur,Dairy products,Milk products,Milk,Liquid milk
26,Maharashtra,Pune,Pune,Flowers,Purple flowers,Morning Glory,Neelkalmi
26,Maharashtra,Mumbai Suburban,Bandra,Flowers,Purple flowers,Morning Glory,Neelkalmi
26,Maharashtra,Mumbai,Mumbai,Meat,Red Meat,Mutton,Mutton
26,Maharashtra,Mumbai Suburban,Bandra,Meat,Red Meat,Mutton,Mutton
26,Maharashtra,Thane,Thane,Vegetables,Roots and Tubers,Onion,Pusa Ratnar Onion
26,Maharashtra,Nashik,Nashik,Vegetables,Roots and Tubers,Onion,Pusa Ratnar Onion
26,Maharashtra,Mumbai Suburban,Bandra,Vegetables,Roots and Tubers,Onion,Pusa Red Onion
26,Maharashtra,Thane,Thane,Fruits,Citrus Fruits,Orange,Mandarin Orange
26,Maharashtra,Nagpur,Nagpur,Fruits,Citrus Fruits,Orange,Mandarin Orange
26,Maharashtra,Thane,Thane,Dairy products,Milk products,Paneer,Paneer
26,Maharashtra,Mumbai,Mumbai,Dairy products,Milk products,Paneer,Paneer
26,Maharashtra,Pune,Pune,Vegetables,Pods and Seeds,Peas,Green Peas
26,Maharashtra,Nagpur,Nagpur,Vegetables,Pods and Seeds,Peas,Green Peas
26,Maharashtra,Mumbai,Mumbai,Fish,Freshwater,Perch,Pink Perch
26,Maharashtra,Pune,Pune,Fruits,Tropical,Pineapple,Mauritius Pineapple
26,Maharashtra,Thane,Thane,Fruits,Tropical,Pomegranate,Pomegranate
26,Maharashtra,Mumbai,Mumbai,Fruits,Tropical,Pomegranate,Pomegranate
26,Maharashtra,Mumbai Suburban,Bandra,Fruits,Tropical,Pomegranate,Pomegranate
26,Maharashtra,Pune,Pune,Fish,Seawater,Pomfret,Pomfret
26,Maharashtra,Nagpur,Nagpur,Fish,Seawater,Pomfret,Pomfret
26,Maharashtra,Pune,Pune,Meat,Red Meat,Pork,Pork
26,Maharashtra,Thane,Thane,Flowers,Purple flowers,Queen Crape ,Mota-Bondara
26,Maharashtra,Nagpur,Nagpur,Flowers,Purple flowers,Queen Crape ,Mota-Bondara
26,Maharashtra,Mumbai Suburban,Bandra,Flowers,Purple flowers,Queen Crape ,Mota-Bondara
26,Maharashtra,Pune,Pune,Vegetables,Roots and Tubers,Radish,Rapid Red White Tipped Radish
26,Maharashtra,Nagpur,Nagpur,Vegetables,Roots and Tubers,Radish,Scarlet Globe Radish
26,Maharashtra,Pune,Pune,Grocery,Household items,Rice,Basmati Rice
26,Maharashtra,Mumbai,Mumbai,Grocery,Household items,Rice,Pusa Rice
26,Maharashtra,Nashik,Nashik,Fish,Freshwater,Rohu,Rohu
26,Maharashtra,Nashik,Nashik,Flowers,White flowers,Rose,Tuberose
26,Maharashtra,Thane,Thane,Fish,Seawater,Salmon,Indian Salmon
26,Maharashtra,Mumbai,Mumbai,Fish,Seawater,Salmon,Indian Salmon
26,Maharashtra,Mumbai,Mumbai,Flowers,Yellow flowers,Sunflower,Sunflower
26,Maharashtra,Thane,Thane,Grocery,Beverages,Tea,Tea
26,Maharashtra,Nashik,Nashik,Grocery,Beverages,Tea,Tea
26,Maharashtra,Mumbai,Mumbai,Grocery,Beverages,Tea,Tea
26,Maharashtra,Mumbai Suburban,Bandra,Grocery,Beverages,Tea,Tea
26,Maharashtra,Thane,Thane,Vegetables,Fruit-vegetables,Tomato,Pusa Ruby Tomato
26,Maharashtra,Mumbai,Mumbai,Vegetables,Fruit-vegetables,Tomato,Pusa Ruby Tomato
26,Maharashtra,Mumbai Suburban,Bandra,Vegetables,Fruit-vegetables,Tomato,Rosada Tomato
26,Maharashtra,Thane,Thane,Grocery,Household items,Wheat,Wheat
26,Maharashtra,Pune,Pune,Grocery,Household items,Wheat,Wheat
26,Maharashtra,Nashik,Nashik,Grocery,Household items,Wheat,Wheat
26,Maharashtra,Nagpur,Nagpur,Grocery,Household items,Wheat,Wheat
26,Maharashtra,Mumbai Suburban,Bandra,Grocery,Household items,Wheat,Wheat
27,Telangana,Nizamabad,Nizamabad,Meat,Red Meat,Beef,Beef
27,Telangana,Hyderabad,Hyderabad,Bakery,Baked products,Bread,Bread
27,Telangana,Warangal ,Warangal ,Bakery,Baked products,Bread,Bread
27,Telangana,Warangal ,Warangal ,Vegetables,Fruit-vegetables,Brinjal,Aruna Brinjal
27,Telangana,Warangal ,Warangal ,Bakery,Baked products,Brownie,Brownie
27,Telangana,Medchal Malkajgiri,Shamirpet,Dairy products,Milk products,Butter,Butter
27,Telangana,Nizamabad,Nizamabad,Dairy products,Milk products,Butter,Butter
27,Telangana,Sangareddy,Sangareddy,Dairy products,Milk products,Butter,Butter
27,Telangana,Medchal Malkajgiri,Shamirpet,Bakery,Pastry products,Cakes,Cakes
27,Telangana,Sangareddy,Sangareddy,Bakery,Pastry products,Cakes,Cakes
27,Telangana,Warangal ,Warangal ,Fish,Freshwater,Carp,Carnatic Carp
27,Telangana,Nizamabad,Nizamabad,Fish,Freshwater,Carp,Mrigal Carp
27,Telangana,Sangareddy,Sangareddy,Fish,Freshwater,Carp,Common Carp
27,Telangana,Medchal Malkajgiri,Shamirpet,Dairy products,Milk products,Cheese,Cheese
27,Telangana,Hyderabad,Hyderabad,Meat,White Meat,Chicken,Chicken
27,Telangana,Medchal Malkajgiri,Shamirpet,Meat,White Meat,Chicken,Chicken
27,Telangana,Sangareddy,Sangareddy,Meat,White Meat,Chicken,Chicken
27,Telangana,Hyderabad,Hyderabad,Meat,White Meat,Chicken,Chicken
27,Telangana,Hyderabad,Hyderabad,Fruits,Seasonal,Chikoo,Chikoo
27,Telangana,Nizamabad,Nizamabad,Fruits,Seasonal,Chikoo,Chikoo
27,Telangana,Medchal Malkajgiri,Shamirpet,Vegetables,Nightshade vegetables,Chillies,Green Chilli
27,Telangana,Sangareddy,Sangareddy,Vegetables,Nightshade vegetables,Chillies,Green Chilli
27,Telangana,Warangal ,Warangal ,Grocery,Beverages,Coffee,Coffee
27,Telangana,Hyderabad,Hyderabad,Bakery,Baked products,Cookies,Cookies
27,Telangana,Nizamabad,Nizamabad,Bakery,Baked products,Cookies,Cookies
27,Telangana,Sangareddy,Sangareddy,Bakery,Baked products,Cookies,Cookies
27,Telangana,Medchal Malkajgiri,Shamirpet,Bakery,Pastry products,Cup-cakes,Cup-cakes
27,Telangana,Nizamabad,Nizamabad,Bakery,Pastry products,Cup-cakes,Cup-cakes
27,Telangana,Nizamabad,Nizamabad,Dairy products,Milk products,Curd,Dahi
27,Telangana,Hyderabad,Hyderabad,Grocery,Household items,Dal,Masoor Dal
27,Telangana,Medchal Malkajgiri,Shamirpet,Grocery,Household items,Dal,Arhar Dal
27,Telangana,Sangareddy,Sangareddy,Grocery,Household items,Dal,Moong Dal
27,Telangana,Hyderabad,Hyderabad,Fish,Freshwater,Eel,Indian Mottled Eel
27,Telangana,Warangal ,Warangal ,Fish,Freshwater,Eel,Indian Mottled Eel
27,Telangana,Warangal ,Warangal ,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt
27,Telangana,Hyderabad,Hyderabad,Dairy products,Milk products,Ghee,Pure Ghee
27,Telangana,Sangareddy,Sangareddy,Dairy products,Milk products,Ghee,Pure Ghee
27,Telangana,Medchal Malkajgiri,Shamirpet,Vegetables,Melons and Squash,Gourd,Ridge Gourd
27,Telangana,Nizamabad,Nizamabad,Vegetables,Melons and Squash,Gourd,Bitter Gourd
27,Telangana,Nizamabad,Nizamabad,Vegetables,Greens,Green leafy,Spinach
27,Telangana,Hyderabad,Hyderabad,Fruits,All season,Guava,Allahabad Safeda Guava
27,Telangana,Warangal ,Warangal ,Fruits,All season,Guava,Sardar Guava
27,Telangana,Sangareddy,Sangareddy,Fruits,All season,Guava,Sardar Guava
27,Telangana,Medchal Malkajgiri,Shamirpet,Fish,Freshwater,Hilsa,Ilish
27,Telangana,Sangareddy,Sangareddy,Fish,Freshwater,Hilsa,Ilish
27,Telangana,Medchal Malkajgiri,Shamirpet,Dairy products,Frozen desserts,Ice-cream,Ice-cream
27,Telangana,Nizamabad,Nizamabad,Dairy products,Frozen desserts,Ice-cream,Ice-cream
27,Telangana,Hyderabad,Hyderabad,Flowers,White flowers,Jasmine,Coral Jasmine
27,Telangana,Nizamabad,Nizamabad,Flowers,White flowers,Jasmine,Crepe Jasmine
27,Telangana,Hyderabad,Hyderabad,Meat,Red Meat,Lamb,Lamb
27,Telangana,Warangal ,Warangal ,Meat,Red Meat,Lamb,Lamb
27,Telangana,Sangareddy,Sangareddy,Meat,Red Meat,Lamb,Lamb
27,Telangana,Sangareddy,Sangareddy,Meat,Red Meat,Lamb,Lamb
27,Telangana,Warangal ,Warangal ,Dairy products,Milk products,Lassi,Lassi
27,Telangana,Nizamabad,Nizamabad,Fruits,Citrus Fruits,Lime,Acid Lime
27,Telangana,Hyderabad,Hyderabad,Fruits,Seasonal,Mango,Kesar Mango
27,Telangana,Warangal ,Warangal ,Fruits,Seasonal,Mango,Himayat Mango
27,Telangana,Sangareddy,Sangareddy,Fruits,Seasonal,Mango,Pedda Rasalu Mango
27,Telangana,Hyderabad,Hyderabad,Dairy products,Milk products,Milk,Liquid milk
27,Telangana,Warangal ,Warangal ,Dairy products,Milk products,Milk,Liquid milk
27,Telangana,Sangareddy,Sangareddy,Dairy products,Milk products,Milk,Liquid milk
27,Telangana,Hyderabad,Hyderabad,Fish,Freshwater,Murrel,Snakehead Murrel
27,Telangana,Medchal Malkajgiri,Shamirpet,Fish,Freshwater,Murrel,Snakehead Murrel
27,Telangana,Nizamabad,Nizamabad,Fish,Freshwater,Murrel,Snakehead Murrel
27,Telangana,Nizamabad,Nizamabad,Fruits,Melons,Musk melon,Musk melon
27,Telangana,Medchal Malkajgiri,Shamirpet,Meat,Red Meat,Mutton,Mutton
27,Telangana,Warangal ,Warangal ,Meat,Red Meat,Mutton,Mutton
27,Telangana,Hyderabad,Hyderabad,Vegetables,Pods and Seeds,Okra,Lady finger
27,Telangana,Medchal Malkajgiri,Shamirpet,Flowers,Pink flowers,Oleander,Ganneru Flower
27,Telangana,Warangal ,Warangal ,Flowers,Pink flowers,Oleander,Ganneru Flower
27,Telangana,Hyderabad,Hyderabad,Vegetables,Roots and Tubers,Onion,Pusa Ratnar Onion
27,Telangana,Warangal ,Warangal ,Vegetables,Roots and Tubers,Onion,Pusa Red Onion
27,Telangana,Sangareddy,Sangareddy,Vegetables,Roots and Tubers,Onion,Pusa Red Onion
27,Telangana,Medchal Malkajgiri,Shamirpet,Fruits,Citrus Fruits,Orange,Sweet Orange
27,Telangana,Hyderabad,Hyderabad,Dairy products,Milk products,Paneer,Paneer
27,Telangana,Medchal Malkajgiri,Shamirpet,Fruits,Tropical,Papaya,Washington Papaya
27,Telangana,Sangareddy,Sangareddy,Fruits,Tropical,Papaya,Pusa Delicious Papaya
27,Telangana,Nizamabad,Nizamabad,Meat,Red Meat,Pork,Pork
27,Telangana,Medchal Malkajgiri,Shamirpet,Vegetables,Roots and Tubers,Potato,Kufri Jawahar Potato
27,Telangana,Nizamabad,Nizamabad,Vegetables,Roots and Tubers,Potato,Kufri Chandramukhi Potato
27,Telangana,Hyderabad,Hyderabad,Grocery,Household items,Rice,Sona Masoori Rice
27,Telangana,Medchal Malkajgiri,Shamirpet,Grocery,Household items,Rice,Sona Masoori Rice
27,Telangana,Warangal ,Warangal ,Grocery,Household items,Rice,Chitti Muthyalu Rice
27,Telangana,Nizamabad,Nizamabad,Grocery,Household items,Rice,Chitti Muthyalu Rice
27,Telangana,Sangareddy,Sangareddy,Grocery,Household items,Rice,Sona Masoori Rice
27,Telangana,Medchal Malkajgiri,Shamirpet,Flowers,Red flowers,Rose,Red Rose
27,Telangana,Sangareddy,Sangareddy,Flowers,Red flowers,Rose,Red Rose
27,Telangana,Warangal ,Warangal ,Flowers,White flowers,Rose,Tuberose
27,Telangana,Hyderabad,Hyderabad,Flowers,Yellow flowers,Tanner's Cassia,Tangedu Flower
27,Telangana,Nizamabad,Nizamabad,Flowers,Yellow flowers,Tanner's Cassia,Tangedu Flower
27,Telangana,Sangareddy,Sangareddy,Flowers,Yellow flowers,Tanner's Cassia,Tangedu Flower
27,Telangana,Hyderabad,Hyderabad,Grocery,Beverages,Tea,Tea
27,Telangana,Medchal Malkajgiri,Shamirpet,Grocery,Beverages,Tea,Tea
27,Telangana,Warangal ,Warangal ,Grocery,Beverages,Tea,Tea
27,Telangana,Nizamabad,Nizamabad,Grocery,Beverages,Tea,Tea
27,Telangana,Hyderabad,Hyderabad,Vegetables,Fruit-vegetables,Tomato,Pusa Hybrid Tomato
27,Telangana,Warangal ,Warangal ,Vegetables,Fruit-vegetables,Tomato,Pusa Ruby Tomato
27,Telangana,Sangareddy,Sangareddy,Vegetables,Fruit-vegetables,Tomato,Pusa Hybrid Tomato
27,Telangana,Medchal Malkajgiri,Shamirpet,Fruits,Melons,Water melon,Water melon
27,Telangana,Warangal ,Warangal ,Fruits,Melons,Water melon,Water melon
27,Telangana,Nizamabad,Nizamabad,Grocery,Household items,Wheat,Wheat
27,Telangana,Sangareddy,Sangareddy,Grocery,Household items,Wheat,Wheat
28,Kerala,Kozhikode,Kozhikode,Fruits,Seasonal,Apple,Custard Apple
28,Kerala,Malappuram,Malappuram,Fruits,All season,Banana,Red Banana
28,Kerala,Kozhikode,Kozhikode,Fruits,All season,Banana,Morris Banana
28,Kerala,Thiruvananthapuram,Thiruvananthapuram,Meat,Red Meat,Beef,Beef
28,Kerala,Ernakulam,Kochi,Meat,Red Meat,Beef,Beef
28,Kerala,Kozhikode,Kozhikode,Fish,Seawater,Bonito Fish,Pacific Bonito Fish
28,Kerala,Malappuram,Malappuram,Bakery,Baked products,Bread,Bread
28,Kerala,Ernakulam,Kochi,Bakery,Baked products,Bread,Bread
28,Kerala,Ernakulam,Kochi,Bakery,Baked products,Brownie,Brownie
28,Kerala,Kollam,Kollam,Bakery,Baked products,Brownie,Brownie
28,Kerala,Thiruvananthapuram,Thiruvananthapuram,Meat,Red Meat,Buffalo,Buffalo
28,Kerala,Ernakulam,Kochi,Dairy products,Milk products,Butter,Butter
